,rank,Team,rank_change,year,Part,Pld,W,D,L,GF,GA,GD,Points,previous_cup_wins,won_this_year
262,71,DR Congo,1,1993,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
263,18,Nigeria,2,1993,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,1,0
264,23,Cameroon,-1,1993,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,2,0
265,26,Egypt,-5,1993,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,3,0
266,27,Zambia,-2,1993,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,0,0
267,30,Morocco,0,1993,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
268,32,Tunisia,-4,1993,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,0,0
269,35,Algeria,2,1993,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
270,60,Gabon,4,1993,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
271,56,Senegal,-7,1993,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
272,63,Guinea,1,1993,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
273,67,Malawi,-2,1993,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
274,70,Mali,-5,1993,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
275,46,Zimbabwe,0,1993,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
276,37,Ghana,-4,1993,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
277,147,Cape Verde,5,1993,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
278,166,Chad,0,1993,,,,,,,,,,0,0
279,162,Equatorial Guinea,1,1993,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
280,157,CAR,0,1993,,,,,,,,,,0,0
281,156,Namibia,2,1993,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
282,152,Libya,3,1993,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
283,157,Seychelles,2,1993,,,,,,,,,,0,0
284,155,Namibia,-1,1994,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
285,151,Libya,-1,1994,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
286,156,CAR,-1,1994,,,,,,,,,,0,0
287,156,Seychelles,-1,1994,,,,,,,,,,0,0
288,161,Equatorial Guinea,-1,1994,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
289,165,Chad,-1,1994,,,,,,,,,,0,0
290,137,Lesotho,-1,1994,,,,,,,,,,0,0
291,46,Zimbabwe,0,1994,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
292,143,Botswana,3,1994,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
293,144,Mauritania,0,1994,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
294,147,Cape Verde,0,1994,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
295,30,Zambia,3,1994,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,0,0
296,15,Nigeria,-3,1994,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,2,1
297,37,Algeria,2,1994,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
298,35,Ghana,-2,1994,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
299,33,Tunisia,1,1994,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,0,0
300,31,Ivory Coast,-2,1994,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,1,0
301,29,Cameroon,6,1994,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,2,0
302,28,Morocco,-2,1994,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
303,22,Egypt,-4,1994,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,3,0
304,103,Burundi,2,1994,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
305,102,Congo,-1,1994,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
306,100,Eswatini,1,1994,,,,,,,,,,0,0
307,99,Madagascar,10,1994,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
308,98,South Africa,3,1994,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,0,0
309,96,Tanzania,-2,1994,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
310,95,Ethiopia,-1,1994,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
311,113,Angola,11,1994,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
312,133,Mauritius,0,1994,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
313,132,Guinea-Bissau,1,1994,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
314,130,Benin,0,1994,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
315,94,Uganda,0,1994,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
316,126,Liberia,3,1994,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
317,120,Togo,7,1994,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
318,119,Sudan,0,1994,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
319,117,Burkina Faso,-10,1994,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
320,125,Gambia,0,1994,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
321,112,Mozambique,8,1994,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
322,68,Malawi,1,1994,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
323,64,Guinea,1,1994,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
324,71,DR Congo,0,1994,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
325,62,Gabon,2,1994,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
326,60,Senegal,4,1994,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
327,61,Mali,-9,1994,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
328,72,Sierra Leone,-4,1994,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
329,74,Kenya,0,1994,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
330,77,Niger,-4,1994,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
331,110,Gambia,-15,1994,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
332,122,Togo,2,1994,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
333,117,Guinea-Bissau,-15,1994,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
334,121,Sudan,2,1994,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
335,107,Burundi,4,1994,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
336,124,Angola,11,1994,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
337,115,Mozambique,3,1994,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
338,106,Congo,4,1994,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
339,104,Burkina Faso,-13,1994,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
340,92,South Africa,-6,1994,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,0,0
341,96,Uganda,2,1994,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
342,98,Ethiopia,3,1994,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
343,100,Tanzania,4,1994,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
344,102,Eswatini,2,1994,,,,,,,,,,0,0
345,105,Madagascar,6,1994,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
346,167,Chad,2,1994,,,,,,,,,,0,0
347,154,Libya,3,1994,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
348,157,Namibia,2,1994,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
349,158,CAR,2,1994,,,,,,,,,,0,0
350,163,Equatorial Guinea,2,1994,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
351,149,Cape Verde,2,1994,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
352,130,Liberia,4,1994,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
353,135,Mauritius,2,1994,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
354,136,Benin,6,1994,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
355,145,Botswana,2,1994,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
356,146,Mauritania,2,1994,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
357,139,Lesotho,2,1994,,,,,,,,,,0,0
358,158,Seychelles,2,1994,,,,,,,,,,0,0
359,25,Egypt,3,1994,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,3,0
360,26,Cameroon,-3,1994,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,2,0
361,28,Ivory Coast,-3,1994,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,1,0
362,29,Morocco,1,1994,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
363,31,Ghana,-4,1994,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
364,32,Tunisia,-1,1994,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,0,0
365,37,Algeria,0,1994,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
366,22,Zambia,-8,1994,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,0,0
367,18,Nigeria,3,1994,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,2,1
368,41,Zimbabwe,-5,1994,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
369,71,Malawi,3,1994,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
370,73,Sierra Leone,1,1994,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
371,77,DR Congo,6,1994,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
372,79,Kenya,5,1994,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
373,80,Niger,3,1994,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
374,61,Gabon,-1,1994,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
375,62,Guinea,-2,1994,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
376,57,Mali,-4,1994,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
377,58,Senegal,-2,1994,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
378,109,Gambia,-1,1994,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
379,111,Ethiopia,13,1994,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
380,124,Angola,0,1994,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
381,118,Mozambique,3,1994,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
382,119,Guinea-Bissau,2,1994,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
383,123,Togo,1,1994,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
384,106,Burundi,-1,1994,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
385,125,Sudan,4,1994,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
386,92,South Africa,0,1994,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,0,0
387,107,Congo,1,1994,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
388,96,Uganda,0,1994,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
389,98,Tanzania,-2,1994,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
390,100,Eswatini,-2,1994,,,,,,,,,,0,0
391,101,Burkina Faso,-3,1994,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
392,103,Madagascar,-2,1994,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
393,147,Mauritania,1,1994,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
394,154,Libya,0,1994,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
395,157,Namibia,0,1994,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
396,158,CAR,0,1994,,,,,,,,,,0,0
397,158,Seychelles,0,1994,,,,,,,,,,0,0
398,163,Equatorial Guinea,0,1994,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
399,167,Chad,0,1994,,,,,,,,,,0,0
400,133,Liberia,3,1994,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
401,135,Benin,-1,1994,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
402,137,Mauritius,2,1994,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
403,140,Lesotho,1,1994,,,,,,,,,,0,0
404,146,Botswana,1,1994,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
405,149,Cape Verde,0,1994,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
406,48,Mali,-9,1994,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
407,41,Zimbabwe,0,1994,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
408,58,Senegal,0,1994,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
409,78,Kenya,-1,1994,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
410,77,Niger,-3,1994,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
411,70,Sierra Leone,-3,1994,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
412,67,Gabon,6,1994,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
413,66,DR Congo,-11,1994,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
414,64,Guinea,2,1994,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
415,38,Algeria,1,1994,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
416,5,Nigeria,-13,1994,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,2,1
417,81,Malawi,10,1994,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
418,30,Tunisia,-2,1994,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,0,0
419,29,Ghana,-2,1994,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
420,26,Morocco,-3,1994,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
421,24,Egypt,-1,1994,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,3,0
422,21,Ivory Coast,-7,1994,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,1,0
423,19,Zambia,-3,1994,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,0,0
424,27,Cameroon,1,1994,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,2,0
425,117,Ethiopia,6,1994,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
426,118,Guinea-Bissau,-1,1994,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
427,119,Mozambique,1,1994,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
428,123,Togo,0,1994,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
429,124,Angola,0,1994,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
430,127,Sudan,2,1994,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
431,112,Congo,5,1994,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
432,98,Tanzania,0,1994,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
433,100,Eswatini,0,1994,,,,,,,,,,0,0
434,101,Uganda,5,1994,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
435,103,Burkina Faso,2,1994,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
436,105,Madagascar,2,1994,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
437,108,Gambia,-1,1994,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
438,109,Burundi,3,1994,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
439,157,Libya,3,1994,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
440,160,Namibia,3,1994,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
441,161,CAR,3,1994,,,,,,,,,,0,0
442,161,Seychelles,3,1994,,,,,,,,,,0,0
443,165,Equatorial Guinea,2,1994,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
444,169,Chad,2,1994,,,,,,,,,,0,0
445,153,Cape Verde,4,1994,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
446,135,Liberia,2,1994,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
447,137,Benin,2,1994,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
448,138,Mauritius,1,1994,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
449,141,Lesotho,1,1994,,,,,,,,,,0,0
450,148,Botswana,2,1994,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
451,150,Mauritania,3,1994,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
452,28,Ghana,-1,1994,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
453,30,Morocco,4,1994,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
454,31,Tunisia,1,1994,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,0,0
455,42,Zimbabwe,1,1994,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
456,25,Egypt,1,1994,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,3,0
457,24,Cameroon,-3,1994,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,2,0
458,7,Nigeria,2,1994,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,2,1
459,19,Zambia,0,1994,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,0,0
460,21,Ivory Coast,0,1994,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,1,0
461,78,South Africa,-14,1994,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,0,0
462,80,Malawi,-1,1994,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
463,81,Niger,4,1994,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
464,82,Kenya,4,1994,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
465,68,Sierra Leone,-2,1994,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
466,55,Senegal,-3,1994,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
467,48,Mali,0,1994,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
468,62,Guinea,-2,1994,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
469,64,DR Congo,-2,1994,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
470,65,Gabon,-2,1994,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
471,46,Algeria,8,1994,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
472,102,Burkina Faso,-1,1994,13.0,52.0,10.0,17.0,25.0,51.0,78.0,-27.0,47.0,0,0
473,170,Chad,1,1994,,,,,,,,,,0,0
474,166,Equatorial Guinea,1,1994,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
475,164,Seychelles,3,1994,,,,,,,,,,0,0
476,163,CAR,2,1994,,,,,,,,,,0,0
477,161,Namibia,1,1994,4.0,13.0,1.0,3.0,9.0,11.0,31.0,-20.0,6.0,0,0
478,157,Libya,0,1994,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
479,111,Burundi,2,1994,1.0,3.0,0.0,0.0,3.0,0.0,4.0,-4.0,0.0,0,0
480,110,Gambia,2,1994,2.0,8.0,3.0,1.0,4.0,6.0,10.0,-4.0,10.0,0,0
481,108,Mozambique,-11,1994,5.0,15.0,0.0,4.0,11.0,8.0,33.0,-25.0,4.0,0,0
482,99,Tanzania,1,1994,3.0,9.0,0.0,3.0,6.0,6.0,18.0,-12.0,3.0,0,0
483,100,Eswatini,0,1994,,,,,,,,,,0,0
484,101,Uganda,0,1994,7.0,23.0,4.0,3.0,16.0,21.0,38.0,-17.0,15.0,0,0
485,106,Madagascar,1,1994,1.0,5.0,2.0,2.0,1.0,7.0,7.0,0.0,8.0,0,0
486,153,Cape Verde,0,1994,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
487,129,Sudan,2,1994,9.0,27.0,7.0,7.0,13.0,29.0,42.0,-13.0,28.0,1,0
488,124,Angola,0,1994,9.0,31.0,7.0,13.0,11.0,39.0,43.0,-4.0,34.0,0,0
489,123,Togo,0,1994,8.0,25.0,3.0,8.0,14.0,19.0,42.0,-23.0,17.0,0,0
490,116,Guinea-Bissau,-2,1994,4.0,12.0,0.0,3.0,9.0,4.0,19.0,-15.0,3.0,0,0
491,114,Ethiopia,-3,1994,11.0,30.0,7.0,4.0,19.0,31.0,67.0,-36.0,25.0,1,0
492,113,Congo,1,1994,7.0,26.0,7.0,7.0,12.0,27.0,37.0,-10.0,28.0,1,0
493,150,Mauritania,0,1994,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
494,148,Botswana,0,1994,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
495,144,Lesotho,3,1994,,,,,,,,,,0,0
496,139,Mauritius,1,1994,1.0,3.0,0.0,0.0,3.0,2.0,8.0,-6.0,0.0,0,0
497,138,Benin,1,1994,4.0,14.0,0.0,5.0,9.0,7.0,24.0,-17.0,5.0,0,0
498,136,Liberia,1,1994,2.0,5.0,1.0,2.0,2.0,5.0,7.0,-2.0,5.0,0,0
499,25,Egypt,0,1994,26.0,111.0,60.0,24.0,27.0,175.0,97.0,78.0,204.0,3,0
500,26,Ghana,-2,1994,24.0,105.0,54.0,23.0,28.0,138.0,93.0,45.0,185.0,4,0
501,28,Morocco,-2,1994,19.0,74.0,29.0,25.0,20.0,87.0,65.0,22.0,112.0,1,0
502,30,Tunisia,-1,1994,21.0,83.0,25.0,30.0,27.0,99.0,97.0,2.0,105.0,0,0
503,24,Cameroon,0,1994,21.0,95.0,46.0,31.0,18.0,142.0,90.0,52.0,169.0,2,0
504,21,Ivory Coast,0,1994,25.0,106.0,48.0,30.0,28.0,152.0,111.0,41.0,174.0,1,0
505,20,Zambia,1,1994,18.0,69.0,27.0,19.0,23.0,83.0,70.0,13.0,100.0,0,0
506,11,Nigeria,4,1994,20.0,104.0,57.0,24.0,23.0,146.0,95.0,50.0,195.0,2,1
507,42,Zimbabwe,0,1994,5.0,15.0,3.0,2.0,10.0,16.0,31.0,-15.0,11.0,0,0
508,66,Sierra Leone,-2,1994,3.0,8.0,1.0,3.0,4.0,4.0,14.0,-10.0,6.0,0,0
509,76,South Africa,-2,1994,11.0,50.0,18.0,16.0,16.0,55.0,48.0,7.0,70.0,0,0
510,80,Malawi,0,1994,3.0,10.0,2.0,2.0,6.0,9.0,15.0,-6.0,8.0,0,0
511,81,Niger,0,1994,2.0,6.0,0.0,1.0,5.0,1.0,9.0,-8.0,1.0,0,0
512,82,Kenya,0,1994,6.0,17.0,2.0,4.0,11.0,11.0,31.0,-20.0,10.0,0,0
513,64,Gabon,-1,1994,8.0,25.0,7.0,10.0,8.0,24.0,27.0,-3.0,31.0,0,0
514,63,DR Congo,-1,1994,20.0,80.0,21.0,29.0,30.0,94.0,107.0,-13.0,92.0,2,0
515,55,Senegal,0,1994,17.0,71.0,30.0,18.0,23.0,87.0,58.0,29.0,108.0,0,0
516,49,Mali,1,1994,13.0,59.0,21.0,21.0,17.0,71.0,69.0,2.0,84.0,0,0
517,61,Guinea,-1,1994,14.0,52.0,15.0,18.0,19.0,65.0,72.0,-7.0,63.0,0,0
518,48,Algeria,2,1994,20.0,80.0,28.0,24.0,28.0,97.0,93.0,4.0,108.0,1,0
519,150,Mauritania,0,1994,3.0,10.0,1.0,2.0,7.0,4.0,16.0,-12.0,5.0,0,0
520,153,Cape Verde,0,1994,4.0,16.0,5.0,8.0,3.0,14.0,12.0,2.0,21.0,0,0
521,148,Botswana,0,1994,1.0,3.0,0.0,0.0,3.0,2.0,9.0,-7.0,0.0,0,0
522,144,Lesotho,0,1994,,,,,,,,,,0,0
523,157,Libya,0,1994,3.0,11.0,3.0,5.0,3.0,12.0,13.0,-1.0,14.0,0,0
524,170,Chad,0,1994,,,,,,,,,,0,0
525,166,Equatorial Guinea,0,1994,4.0,19.0,8.0,5.0,6.0,20.0,18.0,2.0,29.0,0,0
526,163,Seychelles,-1,1994,,,,,,,,,,0,0
527,162,CAR,-1,1994,,,,,,,,,,0,0
